Unnamed: 0,user,Tweet,Time
128,JorgBrinkmann,"RT @UkraineNewsLive: After #Bucha, #putin and the company were very frightened - they thought the world would tear them apart. And the worl…",2022-06-14 05:38:06+00:00
129,okcgencom,"@Bundeskanzler @OlafScholz You are afraid to give Ukraine weapons for fear of being accused of Nazism, but you do not understand that Germany is no longer a Nazi country. Russia is the new #russia #putin #Germany #Zelenskiy #Ukraine #France #terrorusia #tribbumal https://t.co/rANmj3EHcd",2022-06-14 05:36:55+00:00
130,budaside1956,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…",2022-06-14 05:34:35+00:00
131,angel59766268,RT @Shevchenk0_Mila: Former Italian Prime #Minister Silvio #Berlusconi has said that #Europe must force #Ukraine to accept #Putin's terms.…,2022-06-14 05:31:58+00:00
132,LechuanPeng,RT @GlasnostGone: I had no idea the Kremlin run @instagram? Because yesterday #Putin's #Russia.... #Instagram deleted my new account. It's…,2022-06-14 05:26:15+00:00
133,Miroslavjova,"RT @ONLYGHOST0: Slava Rusiji! 
Good work #russian brothers am happy to se a new ukraine free ukraine #Serbian people stand with you not jus…",2022-06-14 05:21:58+00:00
134,worthynews,"France’s President May Lose Parliament Majority - https://t.co/w9dJ8OjcwP

#France #interest #IRS #News #Putin #Russia #UK #Ukraine #War #WorthyNews

French President Emmanuel Macron faced a setback Monday, with official results showing he may lose his https://t.co/Z9bcafRD5g",2022-06-14 05:21:43+00:00
135,_Thirunarayan1,"Analysis: Video of men stomping on a woman's head shakes China to the core https://t.co/prAkB2aFXO
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 05:21:01+00:00
136,QueenPeace2017,"RT @CupofJoeintheD2: When is #NATO going to say #EnoughIsEnough ??!!
#actionshaveconsequences 
#Putin 
#Ukraine 
#Russia",2022-06-14 05:16:53+00:00
137,NNaranont,RT @raging545: IMAGES  of a large fire in Bryansk in Russia app 60km from the Ukrainian border. No further details available. #Russia #Ukra…,2022-06-14 05:14:11+00:00
138,NNaranont,"RT @raging545: A Russian Ka-52 ""Alligator"" attack helicopter was shot down near Izyum in NE Ukraine today by the Ukrainian 93rd separate me…",2022-06-14 05:13:44+00:00
139,Iamcohelo,"Recently #Putin once again summoned history to justify #UkraineRussiaWar .  During a conference with young entrepreneurs, he compared his policy with that of Tsar Peter the Great, saying that #Russia was not taking, but taking back from #Ukraine, what belonged to it!",2022-06-14 05:11:39+00:00
140,NNaranont,RT @raging545: In Kharkiv region near Izyum Ukrainian missile air defences shot down a Russian Su-34 fighter-bomber.  #Russia #Ukraine #Put…,2022-06-14 05:10:07+00:00
141,Alam_Chaudry,"Illusion of #Ukraine defeating #Russia in battlefield is coming to a rapid end. Yes, #Putin shouldn’t have mounted full blown invasion but writing him off early and often appears to be deadly for 🇺🇦 and its’ citizens. Stalemate is the best outcome! https://t.co/AIM9d4ZpZ0",2022-06-14 05:10:03+00:00
142,Energypraktijk,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…",2022-06-14 05:09:11+00:00
143,AnneJovelin,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…",2022-06-14 05:08:23+00:00
144,LechuanPeng,RT @WarAgainstPutin: #Putin's orcs destroyed one of the largest grain terminals in #Ukraine. Still questions who is behind the world's food…,2022-06-14 05:07:17+00:00
145,jakconnorTT,".@elonmusk has destroyed Putin's disinformation campaign, says #Pentagon #Putin #Ukraine https://t.co/EZFdIW9m9M",2022-06-14 05:07:02+00:00
146,chad_sebring,"RT @TweakTown: .@elonmusk has destroyed Putin's disinformation campaign, says #Pentagon #Putin #Ukraine https://t.co/YTH2rYHPWv",2022-06-14 05:06:05+00:00
147,JonCoulterSSD,"RT @TweakTown: .@elonmusk has destroyed Putin's disinformation campaign, says #Pentagon #Putin #Ukraine https://t.co/YTH2rYHPWv",2022-06-14 05:06:05+00:00
148,camwilmot,"RT @TweakTown: .@elonmusk has destroyed Putin's disinformation campaign, says #Pentagon #Putin #Ukraine https://t.co/YTH2rYHPWv",2022-06-14 05:04:03+00:00
149,TylerBernath,"RT @TweakTown: .@elonmusk has destroyed Putin's disinformation campaign, says #Pentagon #Putin #Ukraine https://t.co/YTH2rYHPWv",2022-06-14 05:04:03+00:00
150,TweakTown,".@elonmusk has destroyed Putin's disinformation campaign, says #Pentagon #Putin #Ukraine https://t.co/YTH2rYHPWv",2022-06-14 05:03:03+00:00
151,Welcome2DevNull,"@RuthRitter2 The biggest #nazi issue in #Russia is #PutinNazi himself and his #RussianWarCriminals - many of the mercenary groups like ""Wagner Group"" are just #fascist organizations under his personal command committing war crimes regularly.
#Putin #Ukraine",2022-06-14 05:01:33+00:00
152,RalfGrahn,"EU countries finance #Putin's genocide in #Ukraine &gt; 
Russia’s Oil Revenue Soars Despite Sanctions, Study Finds https://t.co/ojJ5kyB0NX",2022-06-14 05:00:56+00:00
153,DavidUdale,"RT @NewsOneNG: Latest Dollar To Naira Exchange Rate Today 14th June 2022

#Forex #Dollar #fx #Naira #ExchangeRate #Nigeria
#Ukraine #Russia…",2022-06-14 04:59:30+00:00
154,RuthRitter2,Even #Putin himself gave up on the #Nazi BS.. you weirdness freakism! Putin has now decried it's all about taking over #Ukraine because it belongs to long lost #SovietUnion ! He's exterminating #Ukrainians ! #Genocide https://t.co/t6X7apcFI1,2022-06-14 04:55:21+00:00
155,Peace_Fem,RT @HannesCerny: (1) Spot on piece on why greatest threat to #Ukraine isn't Russian artillery but short attention span of Western democraci…,2022-06-14 04:55:05+00:00
156,RachelMiller84,RT @Voic6Indigenous: @Jim_Jordan Okay so he knew ahead of time that #Putin would illegally enter the #Ukraine and commit “war crimes.” Than…,2022-06-14 04:52:44+00:00
157,_Thirunarayan1,"Analysis: Hearings are testing whether Americans can still agree on a shared reality https://t.co/RTXgrLfiK0
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 04:51:00+00:00
158,_Thirunarayan1,"Australian teenager charged with printing a 'fully functioning' 3D firearm https://t.co/hW5qIg0XDr
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 04:51:00+00:00
159,ruirrib,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…",2022-06-14 04:50:53+00:00
160,UKreality,RT @raging545: In Kharkiv region near Izyum Ukrainian missile air defences shot down a Russian Su-34 fighter-bomber.  #Russia #Ukraine #Put…,2022-06-14 04:45:01+00:00
161,zwitschgerl,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…",2022-06-14 04:42:23+00:00
162,RamblinFoxx,RT @MiguelDante: New Video of Vladimir #Putin Shaking Uncontrollably at Public Event Sparks More Speculation Regarding the #Health of #Russ…,2022-06-14 04:40:27+00:00
163,nuestoyou,Why would anyone support #Trump now? Trump has made it clear that he supports #Putin and his invasion of the #Ukraine. Please someone explain that to me?,2022-06-14 04:39:58+00:00
164,kallecent,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…",2022-06-14 04:36:55+00:00
165,nikulsheta,"@ZelenskyyUa @MinPres I think now it is time to teach #Russia #Putin a lifetime lesson.  🦾🧨

#Ukraine should attack on #Russia by Airstrikes. Do Air raid on Russian cities instead of protecting ONLY Ukrainian people and cities. Showing #Putin how it feels is important now.

@ZelenskyyUa @Ukraine",2022-06-14 04:36:03+00:00
166,eclectelectric,RT @KyivPost: He was Vladimir #Putin’s first prime minister but Mikhail Kasyanov never in his worst nightmares imagined that his former bos…,2022-06-14 04:34:21+00:00
167,genet_raya_,"RT @DavidKevinDw3: Would you partner with #Putin if this were in #Ukraine
??
I don't think you didn't hear about #500K+ killing of civilian…",2022-06-14 04:30:39+00:00
168,HerryNapit,"Russia - Ukraine war: Phone calls intercepted by Ukrainian intel &gt;&gt;&gt;&gt;&gt; Russian soldiers eat dogs, and come back home in closed coffins. Russians steal grain but eat dogs themselves. What is wrong with Putin? 🙄 #Putin #Russia #Russian #Ukraine #Ukrainian https://t.co/8j7fuWsPrf",2022-06-14 04:28:30+00:00
169,LetbrehanGebre1,"RT @DavidKevinDw3: Would you partner with #Putin if this were in #Ukraine
??
I don't think you didn't hear about #500K+ killing of civilian…",2022-06-14 04:27:04+00:00
170,NewsOneNG,"Latest Dollar To Naira Exchange Rate Today 14th June 2022

#Forex #Dollar #fx #Naira #ExchangeRate #Nigeria
#Ukraine #Russia #Putin #RussianUkrainianWar
#BBNaijaReunion #BBNaija #PeterObi2023 https://t.co/Xgh8UiWH4u",2022-06-14 04:26:36+00:00
171,bellzits,"How dare you say that we shouldn’t humiliate #Putin? Or that Ukraine needs to make concessions &amp; give up their precious land?
@EmmanuelMacron 

The World needs to stop the madness of this war?

The trauma of War lasts a lifetime 😢

Slava #Ukraine 💪🏻🇺🇦🕊",2022-06-14 04:26:11+00:00
172,bjarnekim,"#Medvedchuk  #Quisling #Putin #Ukraine #Euromaidan 
#NO TO #Russia 
MEDVEDCHUK VERSUS STUS
The blood from your crimes.
Your hands have traces
under the nails https://t.co/uUPXoY1oLM",2022-06-14 04:21:40+00:00
173,funlaughangel,"Representatives of 55 countries are fighting against the Russian army on the side of Ukraine https://t.co/mGUHQKQUqP 
#Putin #Russia #Potus #Usa #Zelensky #Ukraine",2022-06-14 04:21:16+00:00
174,_Thirunarayan1,"Analysis: Barr's stunning evolution from Trump loyalist to nemesis https://t.co/Qi4tgWn7qq
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 04:20:58+00:00
175,IahRataza,The World needs  #love  https://t.co/sVbjCWuQxm  #hiphop #superhero #Ok #dccomics #rap #musicaltheatre #monkeypox  #NBA #buffaloshoooting #BuffaloNY #photo #russia #ukraine #TexasSchoolMassacre  #lifeinsurance  #Uvalde #uvaldetx  #picoftheday #putin #UvaldeStrong  #UvaldeMassacre https://t.co/l8ermgrCTp,2022-06-14 04:18:58+00:00
176,Simon_A_Wood,"RT @georgegalloway: THIS WEEK: Blaming #Putin, guns before butter, Minsk opportunity, #Ukraine as well as cads, bounders and mountebanks…",2022-06-14 04:17:09+00:00
177,mykhaylokaz,"RT @TornCurtain1991: Bucolic #Ukraine forest is site of mass grave exhumation. Russian legacy of torturing Ukrainians, killing them and bur…",2022-06-14 04:17:06+00:00
178,BipolarRedPills,So what ever happened to Ukraine? Crickets…. #Russia #ukraine #Putin,2022-06-14 04:13:36+00:00
179,IahRataza,The World needs  #love  https://t.co/sVbjCWuQxm  #hiphop #superhero #Ok #dccomics #rap #musicaltheatre #monkeypox  #NBA #buffaloshoooting #BuffaloNY #photo #russia #ukraine #TexasSchoolMassacre  #lifeinsurance  #Uvalde #uvaldetx  #picoftheday #putin #UvaldeStrong  #UvaldeMassacre https://t.co/RYvjEV1Eh9,2022-06-14 04:10:33+00:00
180,CrisisInTheDC,RT @IahRataza: The World needs  #love  https://t.co/sVbjCWuQxm  #hiphop #superhero #Ok #dccomics #rap #musicaltheatre #monkeypox  #NBA #buf…,2022-06-14 04:09:57+00:00
181,CrisisInTheDC,RT @IahRataza: The World needs  #love  https://t.co/sVbjCWuQxm  #hiphop #superhero #Ok #dccomics #rap #musicaltheatre #monkeypox  #NBA #buf…,2022-06-14 04:09:53+00:00
182,IahRataza,The World needs  #love  https://t.co/sVbjCWuQxm  #hiphop #superhero #Ok #dccomics #rap #musicaltheatre #monkeypox  #NBA #buffaloshoooting #BuffaloNY #photo #russia #ukraine #TexasSchoolMassacre  #lifeinsurance  #Uvalde #uvaldetx  #picoftheday #putin #UvaldeStrong  #UvaldeMassacre https://t.co/tbjWpo7W1N,2022-06-14 04:08:49+00:00
183,IahRataza,The World needs  #love  https://t.co/sVbjCWuQxm  #hiphop #superhero #Ok #dccomics #rap #musicaltheatre #monkeypox  #NBA #buffaloshoooting #BuffaloNY #photo #russia #ukraine #TexasSchoolMassacre  #lifeinsurance  #Uvalde #uvaldetx  #picoftheday #putin #UvaldeStrong  #UvaldeMassacre https://t.co/FUDK2Q2G8d,2022-06-14 04:07:51+00:00
184,ItZmeKatherine,RT @Voic6Indigenous: @Jim_Jordan Okay so he knew ahead of time that #Putin would illegally enter the #Ukraine and commit “war crimes.” Than…,2022-06-14 04:07:02+00:00
185,JohnGMandziuk,RT @GlasnostGone: I had no idea the Kremlin run @instagram? Because yesterday #Putin's #Russia.... #Instagram deleted my new account. It's…,2022-06-14 04:04:57+00:00
186,2newhope3,RT @HerryNapit: Russia - Ukraine war: Ukrainian army and Ukrainians fight to protect their homeland. Defend themselves from the Russians. T…,2022-06-14 04:04:57+00:00
187,_Thirunarayan1,"World War II Vet Receives Over 10,000 Cards For 100th Birthday 
https://t.co/aBa2mkhsLr 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 04:04:54+00:00
188,LCunninghamII2,"RT @officejjsmart: Sadly, I agree with @KuldkeppMart: The West is losing interest in #Ukraine🇺🇦. #Putin accurately predicted this day and k…",2022-06-14 04:03:52+00:00
189,indian_ukraine,"RT @KIAAcademYsir: 💡DAY-105 ... Stop WAR  &amp;  Make PEACE ..🕊️

#UkraineRussiaWar #NATO #Ukraine #RussianUkrainianWar #RussiaUkraine   #WARIN…",2022-06-14 04:02:56+00:00
190,funlaughangel,"Russia is testing new weapons out on Ukrainians, violating the laws and customs of war - Maliar https://t.co/b8UtwxC69X 
#Putin Russia #Zelensky #Ukraine #Potus #Usa",2022-06-14 04:01:42+00:00
191,bellzits,"@Cherry4ever10 I wonder what hold or info #Putin has on these despicable traitors? It must be something worth risking every bit of credibility over? 

What has Putin promised Macron or what is he blackmailing him over? 

The truth needs to be exposed?

Slava #Ukraine 💪🏻🇺🇦🕊",2022-06-14 04:00:10+00:00
192,HerryNapit,Russia - Ukraine war: Ukrainian army and Ukrainians fight to protect their homeland. Defend themselves from the Russians. Tell Germany's Scholz and and France's Macron to stop the deadly support for Russian president Putin💀#Putin #Scholz #Macron #Russia #Ukraine #Germany #France https://t.co/pwONRkPC4Z,2022-06-14 04:00:02+00:00
193,GainMoneyFaster,"SMART PASSIVE EARNINGS

https://t.co/CLU7gXSmt1

#passive #income #money #earn #internet #euro #dollar #stock #exchange #currency #stockbroker #market #bitcoin #btc #distribution #usa #germany #london #pm #man #woman #putin #europe #russia #china #president #moscow  #ukraine #hot https://t.co/oBiLTTJuZm",2022-06-14 04:00:00+00:00
194,April_Shorty_,"Learning to Think Nuclearly Again - A new #nuclear era demands strategy, not just arms control. 
#Russia #Europe #Putin #Ukraine #war #China 
https://t.co/AJmU3VPOXJ",2022-06-14 03:59:48+00:00
195,bee10ved,"RT @bee10ved: Since Late #Feb it’s only #June OVER TenThousand #UkraineSoldiers?
many #men #female #youth were #civilians #forced by #Invas…",2022-06-14 03:57:18+00:00
196,O1RpJelAVAJoYZz,"RT @DavidKevinDw3: Would you partner with #Putin if this were in #Ukraine
??
I don't think you didn't hear about #500K+ killing of civilian…",2022-06-14 03:57:15+00:00
197,WB6DYN,"#BREAKING #NEWS🚨

#Ukraine @EU_Commission will urge #EU candidate status for Ukraine. It could be a signal to #Putin that he lost any chance of reclaiming Ukraine into his supposed “sphere of influence.”

#Belarus could be next but they’re already a Russian proxy-with missiles🚀 https://t.co/X8TCDZGkhO",2022-06-14 03:57:07+00:00
198,AdvocateIndian,‘Enemy moving in’: Fierce battle as Russian troops storm key city | News | Al Jazeera https://t.co/yeKc7Rq5KV #Severodonetsk #Severodonestk #Severodonesk #Russia #Putin #Ukraine #Europe #sensex #Nifty #StockMarket #StockMarketindia #Donbass @EconomicTimes #stockmarketcrash @CNBC,2022-06-14 03:56:25+00:00
199,jari_jussila,RT @raging545: In Kharkiv region near Izyum Ukrainian missile air defences shot down a Russian Su-34 fighter-bomber.  #Russia #Ukraine #Put…,2022-06-14 03:55:46+00:00
200,Dorothy11405068,"RT @Diplomacy140: If #Putin's army is not stopped in #Donbas, it will continue to march West. What invading army ever stops on its own? The…",2022-06-14 03:55:30+00:00
201,KinchJason,RT @Avi33Hoffman: @McFaul #Putin will never end the war with #Ukraine alone. He must be forced by a SIGNIFICANT #EU/#NATO/#World #Humanitar…,2022-06-14 03:53:44+00:00
202,_Thirunarayan1,"Kimberly Guilfoyle was paid $60,000 for speaking at Ellipse rally intro, Jan. 6 committee member says https://t.co/H71sCF4Fpy
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 03:50:58+00:00
203,_Thirunarayan1,"A 7th member of the Haitian delegation at the Special Olympics in Florida has gone missing, officials say https://t.co/iJaj1VydRZ
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 03:50:58+00:00
204,_Thirunarayan1,"WH press secretary dismisses reports detailing concerns over Biden's reelection as 'hearsay' https://t.co/HgxhZ59Zjw
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 03:50:57+00:00
205,_Thirunarayan1,"The James Beard Award 2022 winners are ... https://t.co/fTj4pop8Zm
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 03:50:57+00:00
206,KIAAcademYsir,"💡DAY-105 ... Stop WAR  &amp;  Make PEACE ..🕊️

#UkraineRussiaWar #NATO #Ukraine #RussianUkrainianWar #RussiaUkraine   #WARINUKRAINE #putin #Zelenskyy #UkraineUnderAttack #mariupol #Russia #India #Ukraine #Bucha #BuchaMasacre #BuchaGenocide #indianstudentsinukraine https://t.co/kCaBuprzUO",2022-06-14 03:50:55+00:00
207,JoelThompson009,RT @MiguelDante: New Video of Vladimir #Putin Shaking Uncontrollably at Public Event Sparks More Speculation Regarding the #Health of #Russ…,2022-06-14 03:50:12+00:00
208,VisionProfond,"RT @DossierTibet: #Russia’s ex-PM says #Putin ‘out of it’, #Ukraine war could last two years.He was Vladimir Putin’s first prime minister b…",2022-06-14 03:48:29+00:00
209,JakubGogolewsk4,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…",2022-06-14 03:46:10+00:00
210,_Thirunarayan1,"Brazilian Authorities Deny Reports Of Bodies Found In Missing Journalist Search 
https://t.co/GNyz7f4TWx 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 03:44:54+00:00
211,dee4peace,It’s CRUMBLING faster than they thought it would | Redacted @ClaytonMorris @natalimorris #Inflation #Biden blames #Putin. #Zelensky begging for more weapons. Guest Scott Ritter #USA planning to use #Ukraine as a drone testing ground to attack #Russians https://t.co/Y2bQWfyEVV,2022-06-14 03:43:47+00:00
212,Richard02842480,RT @GlasnostGone: I had no idea the Kremlin run @instagram? Because yesterday #Putin's #Russia.... #Instagram deleted my new account. It's…,2022-06-14 03:40:45+00:00
213,Bubub_LoveHK,"RT @Lukas_Dreams: Because the worlds laughing at the size of #Putin's giant table, yesterday Russia's cowardly dictator Putin produced a fa…",2022-06-14 03:38:08+00:00
214,Raidos1914,"RT @EagleNews: Russia will help PHL in its oil and gas needs, says Russian ambassador Pavlov
#energy #gas #Gazprom #oilcrisis #OPEC #OPECPl…",2022-06-14 03:37:09+00:00
215,truthjustice61,"#Putin Issues Warning If Allies Send #Ukraine 🇺🇦🌻Long-Range Weapons |  👇

https://t.co/5U4kK04Qbz

#Russia attacking #Ukraine🇺🇦🌻 anyway.

#Putin NOT promising NOT to bomb anywhere. 

#Putin promises USELESS.😳",2022-06-14 03:35:57+00:00
216,MaryAnneGruen,RT @MiguelDante: New Video of Vladimir #Putin Shaking Uncontrollably at Public Event Sparks More Speculation Regarding the #Health of #Russ…,2022-06-14 03:35:34+00:00
217,terpsichore_los,"RT @DossierTibet: #Russia’s ex-PM says #Putin ‘out of it’, #Ukraine war could last two years.He was Vladimir Putin’s first prime minister b…",2022-06-14 03:35:05+00:00
218,TheHippyNewsOut,"RT @DossierTibet: #Russia’s ex-PM says #Putin ‘out of it’, #Ukraine war could last two years.He was Vladimir Putin’s first prime minister b…",2022-06-14 03:34:59+00:00
219,DossierTibet,"#Russia’s ex-PM says #Putin ‘out of it’, #Ukraine war could last two years.He was Vladimir Putin’s first prime minister but #MikhailKasyanov never in his worst nightmares imagined that his former boss would unleash a full-scale war on Ukraine.",2022-06-14 03:34:25+00:00
220,conniedocekal2,RT @MiguelDante: New Video of Vladimir #Putin Shaking Uncontrollably at Public Event Sparks More Speculation Regarding the #Health of #Russ…,2022-06-14 03:34:05+00:00
221,EscapVelocity,RT @MiguelDante: New Video of Vladimir #Putin Shaking Uncontrollably at Public Event Sparks More Speculation Regarding the #Health of #Russ…,2022-06-14 03:29:30+00:00
222,Starlight9Snow,"""Respect for sovereignty means to not allow unconstitutional action and coup d'états, the removal of legitimate power."" ~ President Vladimir Putin
#Putin #PresidentPutin #Russia #Constitution #Russians #USA #Ukraine #Biden #Obama #Hillary  #BushJr #Zelensky #NoProxyWar #Peace https://t.co/0In8qgC21L",2022-06-14 03:22:23+00:00
223,_Thirunarayan1,"Woman who wrote an essay on how to murder a husband sentenced to life for murdering her husband https://t.co/FGldiMUcIO
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 03:20:56+00:00
224,roeder_jill,"RT @MullenMulling: People everywhere need to keep this destruction front and centre in the media, as a call to action to help #Ukraine. #Pu…",2022-06-14 03:20:51+00:00
225,mirabile,RT @LIfe_Love_Honey: Just a reminder that while we have to spend time showing the #MAGA idiots that their messiah was a lying cheating bast…,2022-06-14 03:19:32+00:00
226,PodcasterInc,RT @TheBusinessAne1: We all know #Putin should never have invaded #Ukraine and there was never a scenario where Ukraine would win a war aga…,2022-06-14 03:18:27+00:00
227,ChangeinafricaC,RT @TheBusinessAne1: We all know #Putin should never have invaded #Ukraine and there was never a scenario where Ukraine would win a war aga…,2022-06-14 03:17:58+00:00
228,shanenorman2002,RT @TheBusinessAne1: We all know #Putin should never have invaded #Ukraine and there was never a scenario where Ukraine would win a war aga…,2022-06-14 03:17:46+00:00
229,TheBusinessAne1,RT @TheBusinessAne1: We all know #Putin should never have invaded #Ukraine and there was never a scenario where Ukraine would win a war aga…,2022-06-14 03:17:34+00:00
230,TheBusinessAne1,"We all know #Putin should never have invaded #Ukraine and there was never a scenario where Ukraine would win a war against #Russia. #America and #UK know this, so why are they arming #Zelensky for failure instead of pushing for a diplomatic solution? 

https://t.co/qcoDt7oU1j",2022-06-14 03:17:23+00:00
231,anarchitek1,RT @MiguelDante: New Video of Vladimir #Putin Shaking Uncontrollably at Public Event Sparks More Speculation Regarding the #Health of #Russ…,2022-06-14 03:16:54+00:00
232,RobAbramowitz,"@DRHerc1705 @atrupar Blame #Putin for starting a war in #Ukraine and now no one wants his oil because they don’t want to help his economy.
Oil prices have nothing to do with US Presidents. It’s a world economic issue about supply and demand, and also market speculation. 
You should read up.",2022-06-14 03:15:07+00:00
233,MarkAiton2,RT @MiguelDante: New Video of Vladimir #Putin Shaking Uncontrollably at Public Event Sparks More Speculation Regarding the #Health of #Russ…,2022-06-14 03:11:38+00:00
234,sophieJac65,"RT @proudukraine: #Putin said that #Russia's goal is to get back all lost ""#Russian lands"".

Just to remind #Scholz that for #Russians East…",2022-06-14 03:11:05+00:00
235,_Thirunarayan1,"U.S Heat Wave Fuels Massive Wildfires Across Southwest 
https://t.co/B3DqTWyC8W 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 03:09:51+00:00
236,_Thirunarayan1,"Top Story with Tom Llamas - June 13 | NBC News NOW 
https://t.co/3zCbpJ4V6k 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 03:09:51+00:00
237,RickBronkhorst,When you realise #Putin made @mondaydotcom sell #burgers to #Russia. #Putzy #Ukraine https://t.co/g5Oi36yX1C,2022-06-14 03:00:55+00:00
238,justessb,RT @Voic6Indigenous: @Jim_Jordan Okay so he knew ahead of time that #Putin would illegally enter the #Ukraine and commit “war crimes.” Than…,2022-06-14 02:55:54+00:00
239,klp723,It's pro-Putinland. #Putin is a monster. #PutinWarCrimes  #PutinWarCriminal #PutinHitler #Ukraine #UkraineRussiaWar #UkraineRussia #Ukrainian #Russia #RussiaUkraineCrisis #PutinsPuppet #PutinsGOP https://t.co/cRMpJBZ4R0,2022-06-14 02:55:40+00:00
240,Coalsmoke1,RT @MiguelDante: New Video of Vladimir #Putin Shaking Uncontrollably at Public Event Sparks More Speculation Regarding the #Health of #Russ…,2022-06-14 02:53:53+00:00
241,_Thirunarayan1,"Chicago woman dies after falling into the Colorado River on a commercial river trip, park service says   https://t.co/jUTc2hcZhU
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 02:50:56+00:00
242,_Thirunarayan1,"Australia reaches World Cup finals with penalty shootout win over Peru https://t.co/ZAsVAa0moR
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 02:50:56+00:00
243,_Thirunarayan1,"'It's a grift': Jan. 6 committee member tells Tapper that Trump's campaign bilked donors https://t.co/JzEx0eW76I
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden",2022-06-14 02:50:56+00:00
244,SunjayJK,"While @EU_Commission led by @eucopresident @vonderleyen @Elysee @EmmanuelMacron .. wr busy building their economies, the immoral dictator #Putin was building up his bombs arsenal, incl banned, w/EU 💶

Let him keep parts of E #Ukraine, his successor likely to be rational: #EndWar https://t.co/uSzXG8mk6n",2022-06-14 02:49:28+00:00
245,NewHopePublish,"RT @TornCurtain1991: Bucolic #Ukraine forest is site of mass grave exhumation. Russian legacy of torturing Ukrainians, killing them and bur…",2022-06-14 02:41:43+00:00
246,hotforwords,New painting “Tasty Period” is a name for Russian version of @McDonalds #вкусноиточка #путин #Putin #McDonalds #pussyriot #Ukraine #StopTheWar https://t.co/vZBJ0OoKQS,2022-06-14 02:36:52+00:00
